id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
43213,Kurt David Grote,M,22.0,188.0,82.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Breaststroke,
43213,Kurt David Grote,M,22.0,188.0,82.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
43216,Morgan Dustin Groth,M,21.0,183.0,70.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 800 metres,
43217,"Samuel ""Sam"" Groth",M,28.0,193.0,100.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
43241,Madeline Groves,F,21.0,179.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
43241,Madeline Groves,F,21.0,179.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,Silver
43241,Madeline Groves,F,21.0,179.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
43246,"Alexander John ""Alex"" Groza",M,21.0,200.0,100.0,United States,USA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Gold
43269,Charlie Gruber,M,26.0,183.0,75.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",
43313,"Henry John ""Harry"" Grumpelt",M,27.0,178.0,64.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's High Jump,
43338,"Martina Grunert (-Koch, -Abresch)",F,15.0,162.0,57.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Freestyle,
